accession,label,offset,ar
0001564590-21-024085,EARNINGS,-10,-0.019906245474942706
0001564590-21-024085,EARNINGS,-9,-0.021438058499763386
0001564590-21-024085,EARNINGS,-8,0.04290348722117501
0001564590-21-024085,EARNINGS,-7,-0.011256948130998437
0001564590-21-024085,EARNINGS,-6,-0.010464679282706455
0001564590-21-024085,EARNINGS,-5,-0.009746774993532877
0001564590-21-024085,EARNINGS,-4,0.00507530110858109
0001564590-21-024085,EARNINGS,-3,-0.013678340752312428
0001564590-21-024085,EARNINGS,-2,-0.02975294206244035
0001564590-21-024085,EARNINGS,-1,-0.00366364674621965
0001564590-21-024085,EARNINGS,0,0.07786803134740178
0001564590-21-024085,EARNINGS,1,0.0041150868503649655
0001564590-21-024085,EARNINGS,2,0.006119090628363206
0001564590-21-024085,EARNINGS,3,-0.0006461856080497534
0001564590-21-024085,EARNINGS,4,0.06266843833020484
0001564590-21-024085,EARNINGS,5,-0.03234074311367007
0001564590-21-024085,EARNINGS,6,0.019555416314844837
0001564590-21-024085,EARNINGS,7,-0.020640320367768215
0001564590-21-024085,EARNINGS,8,0.015271845047023579
0001564590-21-024085,EARNINGS,9,-0.027113118571115133
0001564590-21-024085,EARNINGS,10,0.03784618428121174
0001564590-21-040825,EARNINGS,-10,-0.062026075294721345
0001564590-21-040825,EARNINGS,-9,-0.03569014117821499
0001564590-21-040825,EARNINGS,-8,-0.00683505571140996
0001564590-21-040825,EARNINGS,-7,-0.003574550069595641
0001564590-21-040825,EARNINGS,-6,0.04915023122648175
0001564590-21-040825,EARNINGS,-5,0.006945014254972809
0001564590-21-040825,EARNINGS,-4,-0.026526807267495872
0001564590-21-040825,EARNINGS,-3,-0.026796422439855395
0001564590-21-040825,EARNINGS,-2,0.029535505756285947
0001564590-21-040825,EARNINGS,-1,-0.02371461630803606
0001564590-21-040825,EARNINGS,0,-0.08548292979138272
0001564590-21-040825,EARNINGS,1,-0.002330638030229976
0001564590-21-040825,EARNINGS,2,0.0009362495417981724
0001564590-21-040825,EARNINGS,3,-0.03355149053044833
0001564590-21-040825,EARNINGS,4,-0.007574880246801616
0001564590-21-040825,EARNINGS,5,-0.014882421721372815
0001564590-21-040825,EARNINGS,6,-0.024238953923429105
0001564590-21-040825,EARNINGS,7,-0.04097931689254452
0001564590-21-040825,EARNINGS,8,0.02729983440373528
0001564590-21-040825,EARNINGS,9,-0.025417013133382894
0001564590-21-040825,EARNINGS,10,-0.03335485238873576
0001564590-21-055255,EARNINGS,-10,0.015114509535282417
0001564590-21-055255,EARNINGS,-9,0.004605359653895312
0001564590-21-055255,EARNINGS,-8,0.033254838197395414
0001564590-21-055255,EARNINGS,-7,-0.005455349676649391
0001564590-21-055255,EARNINGS,-6,0.14717079936789132
0001564590-21-055255,EARNINGS,-5,-0.06276009647910476
0001564590-21-055255,EARNINGS,-4,0.06464983140571127
0001564590-21-055255,EARNINGS,-3,-0.014311792308349608
0001564590-21-055255,EARNINGS,-2,0.0031061870102729364
0001564590-21-055255,EARNINGS,-1,-0.018874929400305645
0001564590-21-055255,EARNINGS,0,0.1065891081456938
0001564590-21-055255,EARNINGS,1,-0.05173227962441562
0001564590-21-055255,EARNINGS,2,0.020419071327409073
0001564590-21-055255,EARNINGS,3,0.0008817634862436055
0001564590-21-055255,EARNINGS,4,-0.038915304426255314
0001564590-21-055255,EARNINGS,5,0.03791484426271684
0001564590-21-055255,EARNINGS,6,-0.04367270835823318
0001564590-21-055255,EARNINGS,7,-0.024087248079436716
0001564590-21-055255,EARNINGS,8,0.014658064750788503
0001564590-21-055255,EARNINGS,9,0.011609664899879073
0001564590-21-055255,EARNINGS,10,0.013881017329026314
0001193125-21-349137,CLINICAL,-10,0.01175523259469783
0001193125-21-349137,CLINICAL,-9,0.01402619688640776
0001193125-21-349137,CLINICAL,-8,0.01828248707648265
0001193125-21-349137,CLINICAL,-7,-0.04190599220747456
0001193125-21-349137,CLINICAL,-6,0.004241862783816622
0001193125-21-349137,CLINICAL,-5,0.026712591437737805
0001193125-21-349137,CLINICAL,-4,-0.00960622241381092
0001193125-21-349137,CLINICAL,-3,0.05602838839353682
0001193125-21-349137,CLINICAL,-2,-0.05211096466250031
0001193125-21-349137,CLINICAL,-1,0.03412528106029438
0001193125-21-349137,CLINICAL,0,0.09895165356075199
0001193125-21-349137,CLINICAL,1,0.02498323494766653
0001193125-21-349137,CLINICAL,2,0.043759329398682156
0001193125-21-349137,CLINICAL,3,-0.013792516479345129
0001193125-21-349137,CLINICAL,4,0.034342950522514376
0001193125-21-349137,CLINICAL,5,0.009583069062347713
0001193125-21-349137,CLINICAL,6,0.06094324147036743
0001193125-21-349137,CLINICAL,7,0.022401389245332505
0001193125-21-349137,CLINICAL,8,0.045059368672413544
0001193125-21-349137,CLINICAL,9,0.05755922536183815
0001193125-21-349137,CLINICAL,10,-0.20765676261527766
0001193125-21-362806,REGULATORY,-10,0.0989879125948522
0001193125-21-362806,REGULATORY,-9,0.024751110141701598
0001193125-21-362806,REGULATORY,-8,0.043387345547980606
0001193125-21-362806,REGULATORY,-7,-0.013923970817678832
0001193125-21-362806,REGULATORY,-6,0.033939617233530436
0001193125-21-362806,REGULATORY,-5,0.009209172260731719
0001193125-21-362806,REGULATORY,-4,0.06090421143955405
0001193125-21-362806,REGULATORY,-3,0.021998651686093825
0001193125-21-362806,REGULATORY,-2,0.04462947920624291
0001193125-21-362806,REGULATORY,-1,0.05712948659069758
0001193125-21-362806,REGULATORY,0,-0.20766404088160084
0001193125-21-362806,REGULATORY,1,0.11704027567921124
0001193125-21-362806,REGULATORY,2,0.01843590711961583
0001193125-21-362806,REGULATORY,3,0.001985028553155044
0001193125-21-362806,REGULATORY,4,0.018172891177278397
0001193125-21-362806,REGULATORY,5,-0.02536536098822075
0001193125-21-362806,REGULATORY,6,-0.013406961504232057
0001193125-21-362806,REGULATORY,7,-0.004416814693210391
0001193125-21-362806,REGULATORY,8,0.0476124035293013
0001193125-21-362806,REGULATORY,9,-0.027873244667060953
0001193125-21-362806,REGULATORY,10,-0.014593339986924686
0000950170-22-002291,EARNINGS,-10,0.01149146922490899
0000950170-22-002291,EARNINGS,-9,0.04295985973133353
0000950170-22-002291,EARNINGS,-8,0.010103260586440971
0000950170-22-002291,EARNINGS,-7,-0.02855210602683368
0000950170-22-002291,EARNINGS,-6,-0.02652270673998485
0000950170-22-002291,EARNINGS,-5,0.0138041463815179
0000950170-22-002291,EARNINGS,-4,-0.05291588551183679
0000950170-22-002291,EARNINGS,-3,0.047158512599536316
0000950170-22-002291,EARNINGS,-2,-0.005906539838064434
0000950170-22-002291,EARNINGS,-1,-0.00676047094849579
0000950170-22-002291,EARNINGS,0,-0.01058140233561503
0000950170-22-002291,EARNINGS,1,-0.015118820212898884
0000950170-22-002291,EARNINGS,2,-0.0098430204832154
0000950170-22-002291,EARNINGS,3,-0.010667550850986795
0000950170-22-002291,EARNINGS,4,0.018436788152915433
0000950170-22-002291,EARNINGS,5,-0.038540143788113546
0000950170-22-002291,EARNINGS,6,0.1025535185299539
0000950170-22-002291,EARNINGS,7,-0.04502268209028793
0000950170-22-002291,EARNINGS,8,-0.05350669321165985
0000950170-22-002291,EARNINGS,9,-0.03682722354977086
0000950170-22-002291,EARNINGS,10,0.03609288211106187
0000950170-22-007402,EARNINGS,-10,-0.03134923586591369
0000950170-22-007402,EARNINGS,-9,-0.018478620437779626
0000950170-22-007402,EARNINGS,-8,-0.01505437234884366
0000950170-22-007402,EARNINGS,-7,-0.03957405314224466
0000950170-22-007402,EARNINGS,-6,-0.001317926908694777
0000950170-22-007402,EARNINGS,-5,-0.026405377737571272
0000950170-22-007402,EARNINGS,-4,0.005585000869413777
0000950170-22-007402,EARNINGS,-3,0.05271339698608843
0000950170-22-007402,EARNINGS,-2,0.008212591282367405
0000950170-22-007402,EARNINGS,-1,-0.025615259625980692
0000950170-22-007402,EARNINGS,0,-0.02159537270844812
0000950170-22-007402,EARNINGS,1,-0.0462463384421193
0000950170-22-007402,EARNINGS,2,-0.05547223061801457
0000950170-22-007402,EARNINGS,3,0.024591187814987134
0000950170-22-007402,EARNINGS,4,-0.07861805382898446
0000950170-22-007402,EARNINGS,5,0.04802404924357115
0000950170-22-007402,EARNINGS,6,0.027584947634878468
0000950170-22-007402,EARNINGS,7,-0.012408436904474008
0000950170-22-007402,EARNINGS,8,0.006641756128186748
0000950170-22-007402,EARNINGS,9,-0.023106529479329507
0000950170-22-007402,EARNINGS,10,0.05360174405821906
0000950170-22-015527,EARNINGS,-10,0.0055078235845092555
0000950170-22-015527,EARNINGS,-9,0.01803629134683212
0000950170-22-015527,EARNINGS,-8,-0.02530914499563107
0000950170-22-015527,EARNINGS,-7,-0.006811940186312402
0000950170-22-015527,EARNINGS,-6,-0.03737925274484842
0000950170-22-015527,EARNINGS,-5,0.06929999886366374
0000950170-22-015527,EARNINGS,-4,-0.01803553509786992
0000950170-22-015527,EARNINGS,-3,0.04337877082807754
0000950170-22-015527,EARNINGS,-2,0.053407316060738445
0000950170-22-015527,EARNINGS,-1,0.011362951847429546
0000950170-22-015527,EARNINGS,0,-0.02101660905520967
0000950170-22-015527,EARNINGS,1,-0.024701618749604633
0000950170-22-015527,EARNINGS,2,-0.026062485324875193
0000950170-22-015527,EARNINGS,3,0.025369483695779217
0000950170-22-015527,EARNINGS,4,0.0076525630639038816
0000950170-22-015527,EARNINGS,5,0.019173152309546637
0000950170-22-015527,EARNINGS,6,0.011881592761421185
0000950170-22-015527,EARNINGS,7,0.014768373539108705
0000950170-22-015527,EARNINGS,8,-0.014547520779844057
0000950170-22-015527,EARNINGS,9,0.00940283804731789
0000950170-22-015527,EARNINGS,10,0.009355962330447913
0000950170-22-021222,EARNINGS,-10,0.01179470796425229
0000950170-22-021222,EARNINGS,-9,-0.011410722520140814
0000950170-22-021222,EARNINGS,-8,-0.036084930927069984
0000950170-22-021222,EARNINGS,-7,-0.0027658944533815594
0000950170-22-021222,EARNINGS,-6,0.024311246809185418
0000950170-22-021222,EARNINGS,-5,-0.015568890601656695
0000950170-22-021222,EARNINGS,-4,0.003704791788348958
0000950170-22-021222,EARNINGS,-3,-0.0006293169451535366
0000950170-22-021222,EARNINGS,-2,-0.0077205994013713804
0000950170-22-021222,EARNINGS,-1,0.026842492233167765
0000950170-22-021222,EARNINGS,0,-0.061210256360717044
0000950170-22-021222,EARNINGS,1,-0.02494099878660746
0000950170-22-021222,EARNINGS,2,-0.022535793081743805
0000950170-22-021222,EARNINGS,3,0.04956822660552235
0000950170-22-021222,EARNINGS,4,-0.004032167852568078
0000950170-22-021222,EARNINGS,5,0.044514420365522216
0000950170-22-021222,EARNINGS,6,-0.0121993820626011
0000950170-22-021222,EARNINGS,7,-0.021895077013378877
0000950170-22-021222,EARNINGS,8,-0.023735445179402972
0000950170-22-021222,EARNINGS,9,-0.025914665795824344
0000950170-22-021222,EARNINGS,10,-0.012181553179187671
0000950170-23-004753,EARNINGS,-10,-0.001047519454713883
0000950170-23-004753,EARNINGS,-9,-0.0034923754297530017
0000950170-23-004753,EARNINGS,-8,-0.01001672730178554
0000950170-23-004753,EARNINGS,-7,0.0009333986374459174
0000950170-23-004753,EARNINGS,-6,0.03809211091156561
0000950170-23-004753,EARNINGS,-5,-0.01748033238263812
0000950170-23-004753,EARNINGS,-4,0.019901520836475128
0000950170-23-004753,EARNINGS,-3,0.0020001429626758296
0000950170-23-004753,EARNINGS,-2,0.0019773281083331276
0000950170-23-004753,EARNINGS,-1,0.021993562705708652
0000950170-23-004753,EARNINGS,0,0.07056771158326722
0000950170-23-004753,EARNINGS,1,0.015336303596167177
0000950170-23-004753,EARNINGS,2,-0.03807692474989966
0000950170-23-004753,EARNINGS,3,-0.014163148246074817
0000950170-23-004753,EARNINGS,4,0.013727009862865172
0000950170-23-004753,EARNINGS,5,0.003187826118828164
0000950170-23-004753,EARNINGS,6,0.018621545743529068
0000950170-23-004753,EARNINGS,7,0.007031705585214515
0000950170-23-004753,EARNINGS,8,0.008506027203074244
0000950170-23-004753,EARNINGS,9,-0.04543694908258667
0000950170-23-004753,EARNINGS,10,0.03283058088891812
0001193125-23-068406,OTHER,-10,0.021891528827529004
0001193125-23-068406,OTHER,-9,0.07027988038654791
0001193125-23-068406,OTHER,-8,0.015044805271784964
0001193125-23-068406,OTHER,-7,-0.038064578881818786
0001193125-23-068406,OTHER,-6,-0.013934677553583321
0001193125-23-068406,OTHER,-5,0.013553995620583303
0001193125-23-068406,OTHER,-4,0.0025956372228976114
0001193125-23-068406,OTHER,-3,0.0184731094577633
0001193125-23-068406,OTHER,-2,0.0063578500153155006
0001193125-23-068406,OTHER,-1,0.007937372389987388
0001193125-23-068406,OTHER,0,-0.04566537892730672
0001193125-23-068406,OTHER,1,0.03307192771822334
0001193125-23-068406,OTHER,2,-0.019604030136244125
0001193125-23-068406,OTHER,3,0.020850458612805746
0001193125-23-068406,OTHER,4,-0.027803051350574863
0001193125-23-068406,OTHER,5,-0.01185023660532091
0001193125-23-068406,OTHER,6,-0.02911331719533581
0001193125-23-068406,OTHER,7,-0.031403019456786585
0001193125-23-068406,OTHER,8,-0.012490025708466308
0001193125-23-068406,OTHER,9,-0.011073613548827986
0001193125-23-068406,OTHER,10,0.017829349021219007
0000950170-23-018800,EARNINGS,-10,0.011999633518241062
0000950170-23-018800,EARNINGS,-9,0.01263058514136694
0000950170-23-018800,EARNINGS,-8,-0.010371864037840892
0000950170-23-018800,EARNINGS,-7,0.03131814675380503
0000950170-23-018800,EARNINGS,-6,0.01938152407730618
0000950170-23-018800,EARNINGS,-5,-0.007824929044855015
0000950170-23-018800,EARNINGS,-4,-0.003293935809345073
0000950170-23-018800,EARNINGS,-3,0.02183797072338781
0000950170-23-018800,EARNINGS,-2,-0.0007981063543865095
0000950170-23-018800,EARNINGS,-1,-0.018821694471327213
0000950170-23-018800,EARNINGS,0,-0.002744058241678854
0000950170-23-018800,EARNINGS,1,0.0046822172266151735
0000950170-23-018800,EARNINGS,2,-0.013946453677170593
0000950170-23-018800,EARNINGS,3,0.0060615962262965135
0000950170-23-018800,EARNINGS,4,0.025825713722717032
0000950170-23-018800,EARNINGS,5,-0.005893024406092153
0000950170-23-018800,EARNINGS,6,0.024048214774221054
0000950170-23-018800,EARNINGS,7,0.012738771064793607
0000950170-23-018800,EARNINGS,8,0.047948914568651094
0000950170-23-018800,EARNINGS,9,0.018532946684594178
0000950170-23-018800,EARNINGS,10,0.039010338179073706
0000950170-23-037216,EARNINGS,-10,-0.014565414306112679
0000950170-23-037216,EARNINGS,-9,-0.016758060096393492
0000950170-23-037216,EARNINGS,-8,-0.032651086755672416
0000950170-23-037216,EARNINGS,-7,-0.019262428048999476
0000950170-23-037216,EARNINGS,-6,-0.017089505775437497
0000950170-23-037216,EARNINGS,-5,0.0009978648944023154
0000950170-23-037216,EARNINGS,-4,-0.01293316502131973
0000950170-23-037216,EARNINGS,-3,0.0025922952847011425
0000950170-23-037216,EARNINGS,-2,-0.008918065796732657
0000950170-23-037216,EARNINGS,-1,0.02339452632949198
0000950170-23-037216,EARNINGS,0,-0.06714633074428136
0000950170-23-037216,EARNINGS,1,0.002939015676977868
0000950170-23-037216,EARNINGS,2,-0.026710010392811512
0000950170-23-037216,EARNINGS,3,0.0001156936651389071
0000950170-23-037216,EARNINGS,4,0.0009990659436476448
0000950170-23-037216,EARNINGS,5,-0.00021098637052327247
0000950170-23-037216,EARNINGS,6,0.025663848060820255
0000950170-23-037216,EARNINGS,7,0.014811708132920131
0000950170-23-037216,EARNINGS,8,0.037083100416154854
0000950170-23-037216,EARNINGS,9,0.025090610707639436
0000950170-23-037216,EARNINGS,10,-0.004995905529261005
0000950170-23-058254,EARNINGS,-10,-0.021621380988712427
0000950170-23-058254,EARNINGS,-9,0.005717049550155158
0000950170-23-058254,EARNINGS,-8,0.021478610017990462
0000950170-23-058254,EARNINGS,-7,-0.0027322699379502564
0000950170-23-058254,EARNINGS,-6,0.007629009391196066
0000950170-23-058254,EARNINGS,-5,-0.02949519580927829
0000950170-23-058254,EARNINGS,-4,0.006781673722176664
0000950170-23-058254,EARNINGS,-3,0.0067454567836532225
0000950170-23-058254,EARNINGS,-2,0.002115766662806249
0000950170-23-058254,EARNINGS,-1,-0.01972532027426635
0000950170-23-058254,EARNINGS,0,0.03528797385479444
0000950170-23-058254,EARNINGS,1,-0.007892575749633396
0000950170-23-058254,EARNINGS,2,-0.024772851916489987
0000950170-23-058254,EARNINGS,3,-0.01561287221384036
0000950170-23-058254,EARNINGS,4,-0.043883081945950184
0000950170-23-058254,EARNINGS,5,-0.010215490691052948
0000950170-23-058254,EARNINGS,6,0.009350173359059417
0000950170-23-058254,EARNINGS,7,0.011749939095037652
0000950170-23-058254,EARNINGS,8,-0.03110604872366541
0000950170-23-058254,EARNINGS,9,-0.025116812493300063
0000950170-23-058254,EARNINGS,10,0.03190252531928744
0001193125-23-281574,OTHER,-10,-0.015927473142098532
0001193125-23-281574,OTHER,-9,-0.04552038687541339
0001193125-23-281574,OTHER,-8,-0.008224139135442277
0001193125-23-281574,OTHER,-7,0.008774227677088176
0001193125-23-281574,OTHER,-6,0.014329832497384152
0001193125-23-281574,OTHER,-5,-0.031205949491299408
0001193125-23-281574,OTHER,-4,-0.025355312826767448
0001193125-23-281574,OTHER,-3,0.031667250085308844
0001193125-23-281574,OTHER,-2,-0.005846455002480851
0001193125-23-281574,OTHER,-1,-0.02047756375893303
0001193125-23-281574,OTHER,0,-0.0261963251873839
0001193125-23-281574,OTHER,1,0.011017371034125702
0001193125-23-281574,OTHER,2,-0.007957545413189195
0001193125-23-281574,OTHER,3,0.004704645822644088
0001193125-23-281574,OTHER,4,-0.008551223061483698
0001193125-23-281574,OTHER,5,0.0009991084390879607
0001193125-23-281574,OTHER,6,0.006705095145902508
0001193125-23-281574,OTHER,7,0.01400520948534012
0001193125-23-281574,OTHER,8,-0.026361311217303944
0001193125-23-281574,OTHER,9,-0.0390402649919438
0001193125-23-281574,OTHER,10,0.00989153892688532
0000950170-24-021169,EARNINGS,-10,-0.028155775715321473
0000950170-24-021169,EARNINGS,-9,-0.012628650543678833
0000950170-24-021169,EARNINGS,-8,-0.024689922626402468
0000950170-24-021169,EARNINGS,-7,0.0026312189273630555
0000950170-24-021169,EARNINGS,-6,-0.004269327588476965
0000950170-24-021169,EARNINGS,-5,-0.0013315997508478693
0000950170-24-021169,EARNINGS,-4,-0.028318688252468267
0000950170-24-021169,EARNINGS,-3,-0.004676217067818948
0000950170-24-021169,EARNINGS,-2,0.04891949205373366
0000950170-24-021169,EARNINGS,-1,0.014403397580103484
0000950170-24-021169,EARNINGS,0,-0.09829368539733908
0000950170-24-021169,EARNINGS,1,-0.02705880109213797
0000950170-24-021169,EARNINGS,2,0.020118413386846567
0000950170-24-021169,EARNINGS,3,-0.010428460849980437
0000950170-24-021169,EARNINGS,4,0.014367519835633622
0000950170-24-021169,EARNINGS,5,-0.033092484350538416
0000950170-24-021169,EARNINGS,6,8.887857280726573e-05
0000950170-24-021169,EARNINGS,7,0.0033208043187980124
0000950170-24-021169,EARNINGS,8,0.029564383332008705
0000950170-24-021169,EARNINGS,9,-0.1867549638159698
0000950170-24-021169,EARNINGS,10,-0.019986024560593934
0001193125-24-064791,CLINICAL,-10,0.014664716279813977
0001193125-24-064791,CLINICAL,-9,-0.0978799823188164
0001193125-24-064791,CLINICAL,-8,-0.026880746652978786
0001193125-24-064791,CLINICAL,-7,0.020018813108131635
0001193125-24-064791,CLINICAL,-6,-0.01002670344044451
0001193125-24-064791,CLINICAL,-5,0.015196871160912551
0001193125-24-064791,CLINICAL,-4,-0.032984990458960126
0001193125-24-064791,CLINICAL,-3,-3.651275212948092e-05
0001193125-24-064791,CLINICAL,-2,0.003958834215038523
0001193125-24-064791,CLINICAL,-1,0.029955945506288235
0001193125-24-064791,CLINICAL,0,-0.18692018423477386
0001193125-24-064791,CLINICAL,1,-0.01956054827214822
0001193125-24-064791,CLINICAL,2,-0.040427927116671425
0001193125-24-064791,CLINICAL,3,-0.004837739709310328
0001193125-24-064791,CLINICAL,4,0.00445622843948339
0001193125-24-064791,CLINICAL,5,-0.009085404137185145
0001193125-24-064791,CLINICAL,6,-0.015068011633062555
0001193125-24-064791,CLINICAL,7,-0.018418670551210575
